호선,지하철역,04시-05시 승차인원,04시-05시 하차인원,05시-06시 승차인원,05시-06시 하차인원,06시-07시 승차인원,06시-07시 하차인원,07시-08시 승차인원,07시-08시 하차인원,08시-09시 승차인원,08시-09시 하차인원,09시-10시 승차인원,09시-10시 하차인원,10시-11시 승차인원,10시-11시 하차인원,11시-12시 승차인원,11시-12시 하차인원,12시-13시 승차인원,12시-13시 하차인원,13시-14시 승차인원,13시-14시 하차인원,14시-15시 승차인원,14시-15시 하차인원,15시-16시 승차인원,15시-16시 하차인원,16시-17시 승차인원,16시-17시 하차인원,17시-18시 승차인원,17시-18시 하차인원,18시-19시 승차인원,18시-19시 하차인원,19시-20시 승차인원,19시-20시 하차인원,20시-21시 승차인원,20시-21시 하차인원,21시-22시 승차인원,21시-22시 하차인원,22시-23시 승차인원,22시-23시 하차인원,23시-24시 승차인원,23시-24시 하차인원,00시-01시 승차인원,00시-01시 하차인원,01시-02시 승차인원,01시-02시 하차인원,02시-03시 승차인원,02시-03시 하차인원,03시-04시 승차인원,03시-04시 하차인원,작업일자
7호선,건대입구,43,1,4607,1099,5261,8384,13126,19465,19465,40138,16361,28828,14830,27541,16675,22977,18259,24424,20956,27249,23499,24155,28621,23200,32176,24627,41405,30959,36323,40595,26947,26346,28406,16547,24960,13540,21082,11315,11232,6904,1643,3482,0,212,1,1,0,0,20231103
7호선,고속터미널,50,3,1227,2806,3523,21786,11919,37029,19075,50523,25694,37076,26184,30872,28926,27734,29534,25452,30870,29167,32344,26418,40293,22377,44726,22705,58889,24692,53749,25381,37449,16826,40940,10537,35978,9771,27926,5520,10209,3015,639,712,0,2,0,0,0,0,20231103
7호선,공릉(서울과학기술대),17,0,6658,1118,14639,4420,36052,11102,42046,24674,24925,19328,19356,14154,18686,12535,19553,15292,19348,17018,18392,16243,19831,19098,23151,22732,22560,29364,23331,41464,13968,35135,11399,20731,10857,18456,9152,17799,4785,11634,729,3844,0,0,0,0,0,0,20231103
7호선,광명사거리,165,4,19636,6971,28375,11043,70925,16560,80221,24854,44431,23312,31465,23994,30010,26967,31917,28696,31962,31301,31035,32127,31478,36745,36993,42205,37607,51630,32481,74097,21892,56661,15043,32915,11470,28497,8551,23490,3566,14584,526,4058,0,6,0,0,0,0,20231103
7호선,군자(능동),55,0,9618,901,14749,6400,36850,10294,55207,27153,38672,17854,22943,12770,19798,12089,20833,12575,21123,14767,19845,15600,20466,19203,22905,21972,28285,29095,34922,42207,21160,33412,17680,21192,16937,19291,13018,16238,6991,10096,1163,3180,0,29,0,0,0,0,20231103
7호선,남구로,168,7,18214,1767,14858,8913,28889,30805,33787,88353,24078,42161,16910,19470,15095,15068,16466,14141,16218,15476,14770,14222,17114,17485,21290,25060,43316,31739,68968,30688,29114,22145,16152,15612,11448,17002,7323,14486,3592,7515,465,1753,0,1,0,0,0,0,20231103
7호선,남성,20,1,6491,960,14210,3817,38601,6889,55072,16398,34769,12743,21112,11789,18689,12175,19222,12336,18401,13499,15816,14641,15244,18792,16453,21585,15405,28392,15702,43113,9557,31089,7898,20792,7636,18341,5137,16159,2439,10312,362,2877,0,1,0,0,0,0,20231103
7호선,내방,4,0,2477,1569,8041,11471,18596,25105,27909,78464,21644,44623,16988,20596,17200,16251,18157,17737,19282,18398,19944,16986,22022,17841,26373,19105,40659,24676,65659,31846,25530,20524,18423,12950,17325,11712,11825,9493,4478,6332,662,3055,0,242,0,0,0,0,20231103
7호선,노원,57,2,8159,2625,16186,7687,37792,16958,41567,44507,30491,41888,28436,31373,31322,32409,34858,34119,35078,38078,36645,37515,41192,39979,43837,43580,44643,48982,46263,59543,30139,50666,29036,25470,24008,21544,21659,17850,8371,12445,1265,3809,0,3,0,0,0,0,20231103
7호선,논현,27,1,2786,1126,4425,15591,8902,39017,13288,96155,11870,80815,11427,32622,13118,21102,14599,20225,16753,21774,20483,20707,24913,19237,31587,21160,57290,25401,90702,31217,50215,18398,33874,11714,34515,10013,30731,7575,15655,5483,2553,2275,0,0,0,0,0,0,20231103
7호선,대림(구로구청),53,4,12532,783,8242,4002,15386,7242,22242,18205,17665,14190,13724,18929,13620,20230,15491,16579,16976,17052,18047,16146,19010,17087,19747,19917,20626,25367,20547,24304,13790,15651,10854,11469,8786,13497,6690,10224,3539,5056,409,1134,0,1,0,0,0,0,20231103
7호선,도봉산,73,0,5765,1084,17799,5588,48486,9635,41398,17903,22422,20650,14366,19791,13354,16600,14134,15519,13992,15478,14409,14493,16098,16483,18508,19180,15656,23567,13344,36203,6639,37537,4692,23142,3136,20345,2562,17655,860,11421,98,4596,0,111,0,0,0,0,20231103
7호선,뚝섬유원지,12,1,5196,729,10214,4170,22865,7021,30980,13737,21955,10461,13659,9561,11411,11473,12079,14360,12390,18077,13053,20247,15598,24208,19337,29536,22182,40042,25890,59510,25625,54390,45564,19312,30634,15278,19210,12727,8612,6390,800,1739,0,2,0,0,0,0,20231103
7호선,마들,24,1,11105,1337,26108,3307,62878,8315,61236,11674,32906,10504,24072,10178,21710,11201,23096,12783,19536,14336,16759,16371,16810,20241,16235,24815,14171,30682,12941,46044,7807,45852,5593,26468,3916,22839,3133,21220,1385,13338,165,4132,0,0,0,0,0,0,20231103
7호선,먹골,21,0,8010,669,14161,3188,34970,6175,44078,15546,25962,10457,18085,9201,16420,10114,16708,11779,15722,12954,14141,12972,14347,16846,15118,21721,15207,27272,16143,38055,10500,32536,7798,20596,6055,17362,4701,15716,2271,9741,364,2698,0,173,0,0,0,0,20231103
7호선,면목,100,1,13975,898,23468,5697,55415,9127,69769,29670,40888,19199,25940,16301,23038,14270,24720,17868,22969,18634,20233,18959,21422,24042,25848,31625,22965,37868,21560,53067,16298,47652,9912,28437,7944,25309,5796,23371,2632,13454,325,4296,0,0,0,0,0,0,20231103
7호선,반포,1,0,1078,1153,2846,14001,8157,12600,11409,18838,8685,16017,7010,10134,7061,9795,8833,9796,8722,10072,9729,9144,12155,9293,19705,9786,18303,10335,17874,12348,12148,7688,9866,5135,10162,4440,6664,3980,2326,2364,280,712,0,0,0,0,0,0,20231103
7호선,보라매,20,0,4057,892,6956,2865,17008,8295,24643,20393,15361,10315,9838,7862,9346,8273,10001,9440,10073,8936,10140,8906,10019,9850,11983,12577,13618,16818,17651,23807,7986,17754,7116,11196,5988,10157,5356,8988,2062,5945,332,2082,0,13,0,0,0,0,20231103
7호선,사가정,15,0,11889,1664,23412,7289,54646,11822,68973,25524,42409,18051,28085,16385,25138,16288,26409,18584,24323,19441,22001,22027,21753,27561,24251,34271,25069,43427,25169,63052,18244,51479,12629,31098,10168,28021,8359,23794,4451,13103,639,4175,0,0,1,0,0,0,20231103
7호선,상도,3,1,5601,1462,12839,5107,34235,8720,43413,23562,29101,17324,19228,18216,17104,15587,18714,15911,18502,15613,17863,17761,19018,17874,20909,21096,23094,27471,22733,43312,12939,29222,11533,20509,12233,17753,9244,16965,5549,11661,1022,2971,0,0,0,0,0,0,20231103
7호선,상동,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,20231103
7호선,상봉(시외버스터미널),492,16,11336,1486,20516,8619,53134,13028,70892,26910,38193,19181,24026,16263,22147,17101,24554,18671,24229,19832,22751,20178,23735,24357,27231,30588,29685,40354,31927,63582,23335,52782,17544,31935,16240,26826,12506,25527,7011,16236,1137,6859,1,35,0,0,0,0,20231103
7호선,수락산,89,1,9726,815,21343,5476,46660,8905,47322,17518,29899,16858,22357,17120,20145,16389,21283,17300,21156,16252,20966,16045,21377,19895,21574,24827,20461,29825,19064,41233,11918,41053,8159,24854,6216,21211,4190,18631,2086,11863,251,4228,0,3,0,0,0,0,20231103
7호선,숭실대입구(살피재),14,0,6339,945,13006,4220,37711,8532,48576,33386,32225,22377,22401,33394,20879,24135,20693,18306,23038,23053,24398,22684,23802,21572,33341,26104,34270,32895,25291,49126,15946,35593,14979,23326,16037,21387,13657,20524,7668,13950,1290,3881,0,1,0,0,0,0,20231103
7호선,신대방삼거리,60,1,10690,846,18913,4640,51291,8979,72247,17465,43225,14822,26247,13075,22500,13430,23555,15451,21459,17097,19191,18456,18611,22625,21075,27727,19677,37126,20620,60003,11698,44607,9718,27740,8491,26320,6829,22340,3480,14457,585,4908,0,1,0,0,0,0,20231103
7호선,신풍,272,1,14886,1915,15425,6627,38238,11195,47961,20004,29057,13048,18526,11434,16824,11196,17370,11600,16039,12579,14599,13383,15720,16553,18094,20478,17450,28775,17895,39726,10341,28227,7472,18335,6133,17067,4727,14658,2276,8512,369,2612,2,423,0,0,0,0,20231103
7호선,어린이대공원(세종대),25,2,3595,896,8061,7518,20057,16893,32838,67920,24117,41759,18512,46276,20430,37405,22629,29910,27086,35438,32186,30266,35667,23794,44518,23844,55272,26394,50891,33278,28367,25169,20990,16913,21637,15954,18012,15684,10050,11425,1921,2837,0,1,0,0,0,0,20231103
7호선,온수(성공회대입구),160,1,8357,817,18093,3648,44200,10344,50096,19919,23616,14027,14028,7940,12651,8124,13338,9227,12044,10125,11161,10244,12769,12565,18210,15184,16330,22750,14241,38062,6373,29680,4983,17851,5007,14870,2887,13798,1794,9200,251,5019,2,923,0,0,0,0,20231103
7호선,용마산(용마폭포공원),11,1,4766,693,10751,2301,23213,4177,28313,10546,16225,7448,10416,7547,8936,5951,9047,7098,9135,8147,7679,8296,7943,9986,9279,12342,8361,14917,8280,21592,5394,17936,3250,11347,2453,10719,1863,9354,1053,5818,135,1887,0,0,0,0,0,0,20231103
7호선,이수,26,0,5122,1293,9450,8769,27139,14412,42276,39857,29494,27185,20579,20810,20107,19355,22406,19839,24046,22206,23987,21972,25055,24575,27793,29257,32396,38819,41564,54673,25214,36413,23230,21089,24856,17430,21674,14691,11557,9352,1678,2849,0,34,0,0,0,0,20231103
7호선,장승배기,27,1,6089,2131,11259,7501,26229,7725,38970,15875,24931,12000,15956,10083,14545,10180,14858,10855,14712,12526,13362,12375,13294,14928,15652,17926,15964,22387,15079,32424,8306,23024,6796,14907,6818,13729,5116,12217,2048,8137,391,2504,0,0,0,0,0,0,20231103
7호선,장암,2,2,2113,177,7763,1675,18980,1357,10784,1724,4669,2262,2788,2644,2408,3034,2838,2843,3072,2005,3871,1648,4093,1663,4490,2042,4211,2499,3249,3926,1875,3610,1299,2118,764,1157,446,1103,151,653,16,231,0,0,0,0,0,0,20231103
7호선,중계,11,1,9716,2037,24952,5070,61490,16035,62577,28111,36964,16332,26821,12851,22927,14277,25335,15155,23047,16162,20748,16884,20330,19771,22721,23381,22347,32081,18292,46237,10377,46855,8086,26848,8695,23754,6469,20646,2580,12875,376,3807,0,0,0,0,0,0,20231103
7호선,중곡,6,0,6548,621,13060,4344,31064,16070,43292,29299,28623,14718,18394,10308,15885,9206,16188,10146,15242,11838,14220,12105,14496,15899,20794,18588,21538,23699,23469,33299,12607,27606,8137,17843,7279,16402,5354,14045,1888,8254,279,2533,0,0,0,0,0,0,20231103
7호선,중화,73,0,8977,1209,15876,5768,36624,8592,45329,21703,26810,11214,17129,9814,16396,9825,16597,11169,15584,11985,13763,13195,13646,17121,16734,20581,17865,25612,18361,36219,11547,32658,7634,20435,6192,17883,4809,16847,2099,9615,305,2708,0,112,0,0,0,0,20231103
7호선,천왕,33,2,8443,946,18555,5382,51949,9143,57662,16608,32211,8638,19763,7638,16360,8742,16149,11418,14777,12192,13662,13657,13282,16865,16047,22201,15317,29582,14287,45827,7451,37059,5343,21865,4282,18415,3111,16284,1277,10132,199,2803,3,150,0,0,0,0,20231103
7호선,철산,31,3,10783,5041,30425,11419,83388,16275,83967,32441,50138,26369,34152,20967,30637,20110,30918,22000,29146,24799,26400,26611,27409,32245,31771,41099,35189,59353,36672,88473,21161,68884,18040,39591,16734,35360,14175,31313,6993,19006,1014,5267,0,0,0,0,0,0,20231103
7호선,청담,40,2,2565,4514,6667,32232,11351,61140,15571,136164,13857,88560,13432,36192,16193,23088,19270,22151,20329,23391,23620,21904,31219,19658,45560,19814,67712,21414,104681,22371,52064,15317,31497,10129,30464,9245,22116,6685,5653,3985,748,2757,0,0,0,0,0,0,20231103
7호선,태릉입구,141,2,8455,1423,9121,4884,22196,8580,27047,20230,18096,15005,13779,10741,12911,13123,14880,11262,14868,11901,15209,12340,17138,13027,18444,15846,20334,19412,20510,25773,12589,22837,9386,14576,8456,13120,6869,12523,3054,7677,493,3471,2,1053,0,0,0,0,20231103
7호선,하계,79,3,8623,1631,26143,7121,66518,16458,70056,28611,42200,22910,31788,17640,29839,18272,30685,22607,28331,26104,27268,24567,30554,27123,33534,31212,32663,39391,26174,57289,14730,53358,13277,31362,10940,27580,8315,25659,3566,17699,462,4979,0,0,0,0,0,0,20231103
7호선,학동,7,0,1932,1452,4691,23865,8783,52539,11454,166517,11485,131160,11689,54433,14549,28078,18911,22950,21720,28240,26911,23592,34250,19491,45099,20168,81552,21130,149644,20988,73005,13043,38053,8554,32994,7323,23180,5584,9266,3549,1472,1197,0,0,0,0,0,0,20231103
8호선,가락시장,160,0,3202,2477,5880,6876,11395,13864,13078,36639,10889,16015,10336,11860,10921,11487,11107,12003,12219,12327,13360,12081,14785,12251,14997,15333,19812,17128,25827,21458,11951,15155,11015,9651,10735,8893,8806,6746,4078,4118,819,2285,3,414,0,0,0,0,20231103
8호선,강동구청,15,1,5144,910,11795,5567,31091,13716,39799,30721,24657,14678,16313,10834,14738,10280,14932,11869,14896,14040,14065,13750,14528,16137,16620,19378,19394,23791,24906,35517,10189,25583,7668,16618,6713,15386,4566,13222,1850,7173,285,2105,0,2,0,0,0,0,20231103
8호선,남위례,9,0,1640,983,6377,3270,21034,7864,24666,23509,13883,10926,9918,7235,8659,6584,10058,7610,9761,8667,9362,8582,10877,10111,13238,13058,16166,16928,18116,24540,8182,19330,6811,10899,6493,9862,5283,9265,2390,5846,650,1625,0,1,0,0,0,0,20231103
8호선,남한산성입구(성남법원.검찰청),92,7,11550,1653,21484,5120,51928,11564,64827,27716,33831,26952,22994,15509,21326,11834,22430,14808,20156,16186,18830,14643,21591,18347,25019,23841,25039,29538,21760,46002,10658,35405,7810,23345,6157,22558,4920,19840,1780,11019,269,3893,0,0,0,0,0,0,20231103
8호선,단대오거리,38,1,10509,1626,19531,5872,47369,11089,53709,21604,28909,11852,19746,9266,17298,9848,18440,11282,17232,12369,15254,14111,15869,18545,18465,23859,21187,30290,22168,47123,10730,36431,7809,22125,6443,20393,4114,19574,1841,10907,398,3455,0,32,0,0,0,0,20231103
8호선,모란,14,0,2703,582,3152,3591,8562,5467,10892,11425,7289,8425,6673,8305,8354,8256,9961,8601,11308,7983,11349,7389,12556,7885,17076,8247,14950,8635,12602,10959,6894,6588,5009,4307,4735,4082,3534,3518,2308,2211,558,1280,0,270,1,0,0,0,20231103
8호선,몽촌토성(평화의문),0,0,1699,2564,4320,7755,12150,10757,19316,24791,12554,16461,8836,11020,8684,10628,9762,10219,9820,10858,12014,10281,13097,10535,18483,11710,19878,13227,22598,17061,10052,13893,7524,7958,8193,7997,5987,6646,2728,3761,433,1153,0,0,0,0,0,0,20231103
8호선,문정,3,0,2483,3558,7743,13524,23625,52485,32049,155590,19941,72402,16750,26909,17953,18615,19998,17902,22811,21253,25750,19133,28159,19449,33581,21610,80184,25882,114536,36555,39494,25499,27148,15389,22007,14273,16843,12228,6396,7061,1036,1591,1,0,0,0,0,0,20231103
8호선,복정,59,0,4004,1998,10426,8327,27624,11085,36329,17227,22345,12935,14279,9632,11601,7503,13835,9081,12373,8802,11556,8856,12920,10998,17183,14848,22236,20844,22603,28517,12992,20533,8999,13691,7338,12234,5954,11240,2391,5173,376,1115,0,0,0,0,0,0,20231103
8호선,산성,36,0,4177,554,8535,3066,21506,3076,25437,8411,13597,6954,9219,6554,8208,5561,8214,6018,8176,6369,7309,6984,8727,8468,9569,10644,8932,13632,7176,21276,3693,16875,2440,11079,2031,10461,1264,9399,538,4820,88,1820,0,0,0,0,0,0,20231103
8호선,석촌,0,0,2714,860,5916,4081,15979,8143,23747,20195,14026,18724,10670,13449,10669,13502,11747,14934,11922,15436,11877,15516,13012,16268,14455,17114,16812,22909,19026,29987,11562,19435,10483,12418,10721,10077,8439,9052,3429,5321,498,2013,0,45,0,0,0,0,20231103
8호선,송파,19,1,3220,761,9347,6764,29311,10477,35673,19023,22934,10495,16771,8755,15066,8826,14533,10048,14366,11966,12832,13206,14293,14984,16542,18027,15500,22747,17095,31019,9372,24175,6857,14116,5142,13023,4390,11771,1773,6176,250,1802,0,135,0,0,0,0,20231103
8호선,수진,10,0,4339,567,6934,3175,15095,5471,21698,11037,12596,6398,8850,6286,9083,6799,9980,6209,9224,7914,8324,7872,9759,8295,12317,10144,9585,11262,8094,16387,4803,12108,3862,8164,3308,7759,2276,6801,909,4485,194,1114,0,179,0,0,0,0,20231103
8호선,신흥,1,0,3913,459,7102,1974,17017,3491,21798,6640,11565,4395,8110,4819,7453,5542,7632,7225,7349,9338,7315,8911,8421,10003,9966,11995,9319,13987,8281,19838,4908,15871,3860,10046,2811,8759,1901,7931,879,4711,146,1193,1,157,0,0,0,0,20231103
8호선,암사,39,0,15481,724,29257,5135,79210,9451,99539,18022,52086,14124,31101,12729,26312,14832,27438,16974,25575,19291,21761,22137,20779,27160,22035,35023,23670,46610,22125,70682,13545,56512,10699,34183,8014,28467,6345,27702,2210,15299,368,3805,0,570,0,0,0,0,20231103
8호선,잠실(송파구청),7,1,1365,2597,4244,12664,8800,32751,12789,78031,10258,47301,10442,32863,13478,35186,16977,33313,20364,34777,26132,32422,33234,32371,39044,34501,49659,39182,67817,42600,41071,21869,39111,12559,35215,9127,24945,6807,8392,3990,1232,1367,0,65,0,0,0,0,20231103
8호선,장지,6,0,5809,2861,17498,11444,47164,26075,55481,42952,33309,29082,22892,20014,20245,20475,21387,20957,23033,21160,22748,23352,26067,25747,32119,28124,43447,34988,46605,49985,24751,33634,22481,21412,16601,17582,9161,16000,3224,9052,448,2013,0,0,0,0,0,0,20231103
8호선,천호(풍납토성),100,3,10525,1564,16509,12340,40941,14657,54921,28259,32522,24022,20385,19079,19967,19913,21603,21287,21741,23792,21211,25536,23032,29594,26119,34095,30337,45905,31186,66612,20078,44520,17143,27834,12844,24260,8982,20545,4389,11849,858,3785,1,203,0,0,0,0,20231103
9호선,가양,85,0,16444,1829,29030,9026,76942,28803,76869,52012,46091,30840,35533,21494,33556,20965,36144,24355,32636,25970,30232,28352,31154,33146,36292,37266,43873,50101,49998,69588,23518,63530,18888,39806,14051,35208,10041,30690,4159,20174,516,5346,1,121,0,0,0,0,20231103
9호선,개화,21,14,2082,184,7447,2984,16394,3662,10122,5157,4218,3271,2949,2289,2803,2738,2491,2207,2634,2511,3050,2362,3441,2506,4693,2851,6348,3403,6357,6160,2888,6068,2020,2968,1873,2492,631,1772,322,1175,67,443,1,41,8,6,0,3,20231103
9호선,고속터미널,26,0,2696,1454,5926,16376,18400,22279,23998,30616,20872,33431,19555,38322,21856,40682,25600,43369,28313,41687,31676,48326,36646,48116,40344,52908,41556,57128,42201,59575,36174,41300,36940,27728,27893,25279,21402,21621,8211,10314,795,1494,0,0,0,0,0,0,20231103
9호선,공항시장,7,0,3699,187,4494,1294,9275,2116,11203,4269,6520,3493,5508,3336,4866,3498,5315,4250,4864,3966,4606,4617,4466,5500,4771,6587,5253,8295,4556,11161,2813,9253,2513,6169,1928,6324,1436,5640,863,3882,148,1161,0,7,0,0,0,0,20231103
9호선,구반포,2,0,258,182,562,1909,1315,2413,1762,3802,1144,3289,1044,1455,1268,1382,1466,1747,1496,1821,1930,1715,2128,1487,3040,1823,3794,2113,4104,2496,1969,1510,1702,965,1306,756,1015,666,236,451,35,183,0,0,0,0,0,0,20231103
9호선,국회의사당,7,0,912,1950,2027,10123,4694,45364,7414,143323,7777,66716,9751,27506,12509,20936,16429,19548,18488,24846,23965,18689,27955,11575,35449,12105,70378,12739,95936,13100,37241,8039,24953,5266,26727,4733,16384,3957,5550,2601,913,762,0,0,0,0,0,0,20231103
9호선,김포공항,14,2,785,2302,2678,15195,9626,17963,10746,20546,7291,18091,8351,20492,10404,20309,11744,22076,13070,21986,15309,23026,18891,21561,16461,24282,18005,28497,20337,25592,16113,14360,12885,6461,11958,3772,10112,2877,3889,2152,81,1295,0,28,0,0,0,0,20231103
9호선,노들,7,0,4068,232,5903,1551,17744,2429,21755,4185,12567,3957,9312,3753,7219,4389,7719,5165,7557,5891,6716,8149,6237,9260,7342,12503,7891,15764,8486,19984,6361,14283,10358,8113,8192,7167,3538,6488,1318,4296,169,946,0,1,0,0,0,0,20231103
9호선,노량진,532,2,17783,2055,25520,13442,65045,38664,89425,62309,52023,40856,34606,25690,32877,29707,37884,33383,42147,37085,36447,34706,36591,37270,41420,48441,49788,66419,53614,95553,33358,61305,35628,43542,40835,40799,42760,38797,15207,23567,1217,5435,0,1,0,0,0,0,20231103
9호선,당산,107,0,9917,1602,18199,7235,52600,16131,60429,44504,38023,24667,28499,18118,27192,18378,29427,20504,28014,23576,25970,23200,26124,28103,29249,32660,38158,48780,48370,67206,25520,51852,21710,35538,20206,34471,16391,32275,8324,20257,1255,4851,0,206,0,0,0,0,20231103
9호선,동작(현충원),32,2,1194,345,1549,2001,4318,2049,5214,3901,3285,3646,3116,3625,3959,3021,4494,3235,4106,3413,4666,3003,4217,2978,5116,2787,4670,3358,4340,4306,2084,2937,1899,1994,1943,1887,1372,1837,644,1546,75,898,1,250,0,0,0,0,20231103
9호선,등촌,14,0,6428,843,16551,3358,45921,8014,53398,17325,26722,13083,19310,11098,18708,11577,18532,12377,17057,14135,16127,14449,15396,18028,16446,22234,17640,29635,18326,44427,9450,35514,7249,20890,5747,19426,4326,14838,2191,9941,357,2822,0,0,0,0,0,0,20231103
9호선,마곡나루(서울식물원),30,0,5072,1594,10462,12481,29731,20992,30154,52696,16976,23840,12781,15347,13809,14016,16217,13819,17012,16797,16955,14937,19933,17574,25007,19009,42878,25518,47109,38815,22797,30544,18754,18004,17218,17437,13910,15236,6739,9985,855,3547,0,118,0,0,0,0,20231103
9호선,사평,1,0,996,252,3217,1755,12133,5060,13577,8282,8886,3952,6537,3799,5891,3593,6839,4825,6436,6341,5530,5729,6320,7211,8212,7416,7864,9147,8414,12883,4829,8664,3349,6345,2359,5667,1992,5317,623,2656,124,754,0,1,0,0,0,0,20231103
9호선,샛강,16,0,1170,1038,2498,3962,5236,16819,6526,35489,5434,14582,5508,9378,6604,7762,7373,8082,8234,8629,9078,7145,10026,8765,12509,8874,21172,11533,30052,14722,12321,9018,13477,4598,16645,3890,11364,3479,4579,1959,715,790,0,3,0,0,0,0,20231103
9호선,선유도,0,0,2295,1285,6373,4436,21295,14085,26635,39922,13259,19979,10197,8178,9504,8394,10719,8601,9927,8686,9852,10000,10917,9362,13778,10849,25662,14809,37196,21874,13635,16355,8425,9623,6525,9625,4912,8479,2024,5540,273,1621,0,0,0,0,0,0,20231103
9호선,신논현,60,0,4474,1416,12622,14508,31147,35548,41139,80999,32705,94212,29421,53447,34513,41657,40274,44439,44153,46147,47059,47658,53339,44616,65096,52146,82782,70505,103177,90852,73862,56658,57621,34144,61315,31836,53039,25036,27082,14274,3943,3426,0,362,0,0,0,0,20231103
9호선,신목동,1,0,2589,380,6369,1957,20379,3995,19848,5424,10051,3169,7349,3458,6795,2909,6174,3710,5568,4752,5302,4669,5086,5865,6588,6902,7148,9245,5770,14735,2955,11954,2138,7477,1783,6919,1741,6317,688,3391,138,1165,0,24,0,0,0,0,20231103
9호선,신반포,3,0,734,525,2463,7202,7172,9108,10087,10848,6506,7368,5543,5867,5052,5044,5949,5147,6571,6486,6275,7142,8916,6320,12572,7750,12252,8829,10294,11055,6071,8983,5541,4594,5792,4084,3645,3840,1055,2357,140,541,0,0,0,0,0,0,20231103
9호선,신방화,0,0,4973,601,12016,2430,27807,5022,27463,11580,15214,7108,11958,6222,11108,7249,11418,7439,10729,7913,9342,10038,9662,10350,10650,14522,9864,16769,10093,23898,6117,20647,4548,13956,3510,10906,2566,10528,1017,6941,194,2137,0,1,0,0,0,0,20231103
9호선,양천향교,3,1,4706,1279,10848,10426,29845,12485,31368,38093,16467,16165,12711,11310,13000,8828,14840,9544,13846,11403,13188,10163,14398,12314,18927,13156,23836,18486,31757,28650,11740,26053,8296,15560,7058,15408,4817,14801,2269,9730,347,3102,0,5,0,0,0,0,20231103
9호선,여의도,23,0,2989,2652,4542,25793,8967,131199,11120,160268,12183,77145,15237,36292,22105,35669,24296,37280,30050,38625,33964,34219,43765,31787,62243,31607,147702,36751,145259,35517,73576,20636,65815,9864,51013,8665,28557,7786,9543,4505,1174,1978,0,206,0,1,0,0,20231103
9호선,염창,27,0,12890,746,28175,4731,77494,8546,83846,20572,47630,12720,30926,11711,27059,12365,27164,14173,24171,17386,20691,19744,19896,24392,21583,32946,23707,45300,25047,73082,13966,61852,11322,39302,9494,35825,7088,33107,3132,21848,441,5711,4,699,0,1,0,0,20231103
9호선,증미,4,0,2768,536,7800,3029,22802,10677,24292,42080,12963,16448,9312,6576,8953,6058,9035,6157,9251,6415,8061,7599,8340,7309,9942,9921,20766,12852,33730,19849,9874,15376,5648,9195,4298,8310,2362,7477,1094,5105,196,1383,1,0,0,0,0,0,20231103
9호선,흑석(중앙대입구),11,0,3631,1013,6530,4963,18953,11602,23214,26056,16105,18339,13504,16332,13920,14321,16035,15188,16645,14823,16905,15759,19863,13298,21913,17460,25731,22038,20133,29532,12249,20846,11811,13544,11540,12305,10021,11382,5387,7425,951,1841,0,5,0,0,0,0,20231103
9호선(연장),둔촌오륜,0,0,422,317,1240,2117,3204,3254,3671,2668,2580,1606,1665,1218,1482,1250,1726,1263,1771,1075,1510,1241,2407,1357,3942,1728,2454,2272,1941,3217,889,2170,799,1678,1373,1364,943,1358,260,792,39,284,0,26,0,0,0,0,20231103
9호선(연장),봉은사,3,0,1817,2120,5345,14579,9119,42521,10773,114998,10264,81533,12018,48911,18148,41138,23729,39752,30436,41280,36722,33992,43329,30334,57081,29074,80569,29047,107885,27212,52564,16320,38734,10050,33782,8598,20924,6396,5823,3824,809,785,0,0,0,0,0,0,20231103
9호선(연장),삼성중앙,0,0,1054,668,3177,4442,6074,17186,7917,42727,6624,34768,6463,12303,6787,8767,8535,8019,9493,7942,9728,8577,10822,7079,14760,9312,26271,10377,39648,13067,18440,8695,11000,5230,9307,4947,5987,4257,2476,2778,448,743,0,0,0,0,0,0,20231103
9호선(연장),삼전,16,0,4446,543,7457,2647,22384,4291,34783,11247,22277,7731,12521,5946,10632,6285,11183,7479,10738,8486,9600,8179,9123,10235,10190,12978,11679,18261,13768,27473,7350,22058,5678,13547,5228,13048,3863,11617,1789,7838,238,2223,0,264,0,0,0,0,20231103
9호선(연장),석촌,0,0,3326,434,9701,2748,23430,5584,32104,12434,23844,11895,14630,9580,13290,9187,14718,11429,14763,11616,13893,12076,14704,13070,16594,14842,17673,21128,18797,32805,11900,24083,10463,15749,10743,14940,8876,13952,3730,7939,519,2349,0,3,0,0,0,0,20231103
9호선(연장),석촌고분,2,0,3149,492,6655,2503,18225,4953,29876,14556,18777,10373,11166,6323,10088,6534,10485,7439,10191,7900,9109,9258,9038,9141,10546,12459,12167,15888,15305,23715,7187,19847,5702,12311,5316,11763,4232,10258,1504,6690,187,1931,0,1,0,0,0,0,20231103
9호선(연장),선정릉,2,0,1182,1278,3948,7341,8531,19221,10409,57920,8787,44325,7463,20989,8417,12996,10708,12262,11619,14112,12920,11323,13729,11173,18214,11282,33275,13676,52033,15080,28301,11063,15472,8233,12849,7691,9889,7088,3782,4067,638,1208,0,1,0,0,0,0,20231103
